car_id,target_reg
D66928361D,37.274152564515134
p-3553707D,31.982375504917957
M10807027o,33.48320455933502
g12484323a,34.73873499902005
Z-8212382G,78.16640159367896
u79013135M,31.590209093904985
m28011734J,31.759586105305655
C-2143786U,29.041178763148892
x-2141235A,34.85268527590186
b44994738S,44.475908725908326
J44930122W,26.548389076373105
g32852591N,86.97772883056703
G85830221c,56.2397591035251
D10434254T,55.339311543258646
R-1143403S,34.23310323300734
N18887406C,24.958356870899873
v14387491a,53.17850243787707
a87403235S,35.28800382314848
I-1075712g,94.2665777768971
N-1087986g,75.76221979317577
y-6871732c,33.76931416076492
A96730234u,54.4546227247738
a22064292L,77.22992738294735
j-1774967Z,54.615625626061345
T83338145S,36.535498684212556
i21617445N,47.660347648958776
p-1641833m,31.37578767063907
z14656246B,54.249497701996134
G-1211626R,69.63866286616862
X12788823V,59.58225893959923
c-1552425b,35.22037357190606
w-2122585e,34.06352156267704
x11964154C,27.787576136857545
t20645918R,75.31837415060716
z13283849d,28.820850539675625
h11730518w,36.820535814635875
G19948827y,83.4717500507196
r43274910O,32.46706275069937
e-9096071i,31.503403426019172
d-8576748Q,26.125445142453106
z91796444U,37.775350357500145
F12654866z,43.43667478317759
w-1757702F,67.06212305002194
b-1234099Q,34.9645441653429
v21855739r,23.47254248158895
W-5904057t,43.07800444661045
e-9386234g,74.04811113629458
Q42074100L,46.44973888973262
g-4536331j,51.62574450667486
o65053979S,28.990064290258182
F-4400642b,28.443567681441518
X-2198546w,33.51019623671192
c11345351C,96.63267543051438
M-4222158J,49.59435339535905
t-8913790b,34.04197297461512
h-1723876L,64.19853068116113
b11565616J,30.928500806371993
s-1143093p,35.46158343327259
F-1742867J,66.70207577240824
H-1333142D,31.587289813317266
h-2832462V,66.03241157078625
n46152009j,26.854033239492416
A41423630m,74.13790946410344
w23811317g,28.39624073088165
v-3129503S,66.34999413528078
V-2109665o,27.098385715185415
i10002840y,39.556984047707346
A12420027c,73.22872262007394
Q-1710310B,38.91790496301289
k-5059454A,53.8078501833384
P78941617w,55.819667619505
X84104929Z,51.26692699071938
O-5258966R,45.06193001746084
W23785130R,65.25291412840403
k64987032M,30.331618653319268
r-1560829H,37.48900861494784
O-1114284b,35.06656119236181
I-2189520Y,37.44452839531337
z73740510r,37.433459959943946
F-5963184s,34.24019916067087
F93749838u,32.796505149353905
d13287541C,33.21053734795049
n12600427T,43.85536289075192
R22962581A,54.10136969333539
m14976299n,91.21343821765618
K25148748I,34.77918423200155
F17991047v,31.66602194580649
U10000525B,45.924435944175855
L-5185142t,47.13099016995389
E22476230A,47.06031081998763
y-1918667p,30.75485124958547
m-8421500s,68.02017577572951
i-6826693r,35.45226634125656
Q-6236402F,30.48763600456618
H13796940X,30.9482654517532
b12824965u,38.16960455394316
f25057132A,29.267104401547073
q12615606N,52.50802400303484
N-2546914l,65.2480758267799
A-9042233M,48.911767994457094
b28088953J,34.2253972819753
y12090800r,29.781964428098494
m-3254742y,36.991247228665955
T11166103f,73.10225297066143
B-1904262o,66.39105635423985
d-1638909M,57.234763131673745
P20002659z,36.337087794285694
O21101068n,73.36768157541391
I-2609382N,54.380003059192745
M18031243d,31.080083470653552
V81901707h,33.48577311184095
H-1873611C,28.649903301617407
I-4335350O,29.72266205475929
a-6685201O,39.220494681974785
S68517794A,69.95580491538837
a-5655175l,33.99023950445533
v16259071w,29.728719348581674
y21090823R,29.334039056847946
V16991777n,50.72963649797596
E-4001328d,44.37643703645887
o-3515102Q,28.633819027107346
j49593847v,47.031386521689264
m-1140624S,36.75866658546818
I96780719P,82.7075244564503
W16150857p,40.39948335479267
p10336196A,25.433592887173106
F-1966393f,35.845848855299714
R-5073928i,38.44131506558847
i-6078322g,56.36656447224675
R-1797279a,31.789978169578667
v-1632640v,53.219854675574055
b44358202J,69.90520594220601
v21606356V,74.12965451215726
a89412563P,39.49186427669137
C14874883N,67.3316318037644
j-2557842j,50.85946885513147
s-8312774q,29.299759950270712
Q83650998M,26.056046747628947
v-1742723N,65.15783839986204
S15039720Y,60.32323883613997
X-1387510G,34.285451982484915
H-2809672w,29.362591882868948
O16507727j,35.190938739089944
I-6505525c,54.22226676996219
E16516360g,44.31474975265771
r-3744124X,60.63143512657784
E-1660926L,29.21829154321524
W41114899Y,62.81906772685351
J-1224401g,31.580760410751978
z-4990028V,47.333693184652375
S17802902i,47.30051191347093
r-5223681u,42.431822077328036
y40186666v,26.894247016119138
X-7894537e,70.96039005893783
n18141460t,48.43607359082078
T-1846242d,39.239252530429425
l19641602B,35.50159207443798
Q20350184W,43.22715816221161
u19545404h,49.034041951077754
i-2125059a,26.704132742456355
u20670898G,58.38636362476565
E13629887e,50.52465351932577
j-8833751a,35.4286571916008
l-1270744J,33.03849431230355
a-1444445A,31.35743155452969
F13923646T,32.3905790192052
W15387724h,34.59267331184965
e10833227Z,78.33633565641753
O18707780M,34.390210280609566
s-1070927u,32.94934894141787
f13961290o,65.28540878678069
I-2258340t,69.62345827712198
Y-1108881y,27.95854300608306
C-2407162B,32.83385744837564
k-1021806U,37.17125708256327
B58815481j,24.67824516186461
Z-1497483y,88.27541088889073
m-2038148P,57.88872986371677
W20323505Z,73.80616809563688
h18172982Y,53.829625863358984
C-5107111N,25.63272683791738
T11570167i,36.43780804712492
E-2189846g,34.60095526172633
J-9051627R,31.492455800834794
k-1266231T,66.43792942247404
e-4843883N,37.264889532736525
V19603857b,34.98574405823429
a10075304B,79.51735574393128
j20806666W,68.11986905144269
p13183205N,30.389233053910793
F-1408164F,46.597681992052955
f16848135A,45.30146185808501
m18276402k,37.54387816607588
O-4852964p,34.74820662791319
p-1032774f,26.714455455520138
K-2141030h,27.420303833151152
x33340734F,37.84305361250269
A-5539031E,89.29386943409901
K-2121488X,41.17988999878206
S-2104296W,30.8701036725914
V-4730687q,39.51288823641586
m-1018494E,54.04423145806422
f12953922O,27.30878106487487
a15606967c,36.023655242491905
T-2050577H,30.417980020682418
l21058873t,35.58457176529756
S54991647N,28.542655082261682
O-1778305H,55.96369873865753
r-9019459m,53.599953390075086
J-1701327Z,39.61772712586797
W-1085488J,35.89778439570451
H29930196K,27.344785057998838
t17442755k,46.812224225625144
N16782443w,34.255596009319845
G83616598P,69.42912079175284
q-7529997V,29.676710612127067
m-2601611a,35.62052232087886
r69432919t,32.824812803446264
J85546174E,34.33280058717821
F-1506247r,27.385036600524472
Y21723655j,46.592788672749506
Q15261602W,34.62487032005781
M11261740O,33.21870174884203
K50534665N,34.360655281516756
Y-1015822T,56.79269149140276
z-9596926C,65.00295514479612
T-8671431r,35.91182413070541
R-2077630y,48.653179074078324
I96387228J,36.834146804983774
z-9815533M,57.039298952624804
I15837837J,34.28755019612475
P56763603O,32.781677090905696
h-1396839K,35.416803722743296
r-1477676H,29.549498124415493
U42030492Z,36.02409294110505
h64108495H,26.742935145589236
l-8882948y,38.30106768924241
n-8099641m,33.087048158718716
f-1164209J,49.96711637743555
g-2072833K,34.0329347529156
R10631147V,34.5681450004208
d-1627526q,63.01183804498838
k-2116384m,47.959501449491086
y12532736D,34.402564712444445
S18268647a,33.76689524644097
D-1193769d,37.6572949211086
z49508882q,38.0161644419007
l13511253d,25.272080314168512
y11003726G,33.181351478383405
S55044905B,110.98331146936401
q-1419523q,60.22748054889307
i12167734p,72.04939690735674
n18966581A,32.51846578316439
s-2225812u,57.675209209114215
g99706283N,25.953069647931734
k-8065294L,61.60023354780113
D-3731198o,51.03898214500329
R-1511509a,32.2454620853033
W-1152410B,30.087133298112928
A-6746020J,51.028822192790344
i62564137B,29.63397816564254
V81342356X,37.80127441142212
m70884293y,71.81144291177718
T-1440241N,26.777248874404933
J16760665u,26.460238934224034
B30016393c,28.224649280232327
n10206436k,35.87239964034573
y15691728a,35.05161432316149
j-1923026R,26.536299606860226
p-2070685P,33.964879427099916
e22835001P,31.364154960356004
f-2044867Y,26.02572698513046
Q-1914888q,24.62645197426033
h-2696405T,57.899889282052506
G-1153171e,36.383084458912194
n-1502387M,60.435113179781375
y40441306G,35.159981279613895
B22246797F,68.19841596813009
s14991094w,37.30871640772256
a-1190397Y,37.251310711989056
i11542071C,57.863122347937264
l-2588047U,35.87918481082268
Q16201384v,33.46739210271994
w-7781882Z,28.056840216673336
s77766899D,37.874973623050224
z-1503313M,27.91818256919177
l52568818B,31.770398322590143
v-1508530W,68.52423177876844
m13083528W,29.64071885055103
z-1243195L,34.85713747867167
b18857695O,27.109005810858974
v-1905656K,56.007339960251045
P-6659279q,76.98129337046737
h13431746I,32.63955230059936
I71388786G,43.88264669369053
R-1701492N,57.73903130336731
y78999678J,50.06676999004543
a-1426275y,34.83354145916522
L84463953R,53.08520663796996
Z-2128621C,35.06166282251053
M18466047W,65.04914627768522
g21645452f,46.80887848461106
o-1663812b,26.196005202642187
Q-1984603t,36.9460602110703
q23501901h,60.11155049389433
d-5544396q,29.619111969401764
s-7084701f,30.773189793007
g10084745U,42.17373985821666
D-9891385q,50.48813816631055
D11776354f,30.76534353421868
B18579200J,40.870266828980064
X73810314E,30.035573128444774
s-2223156w,61.80399686892129
D82568273x,31.814325623375417
k-1107234s,43.11053579928061
T-1805505r,99.79461488975628
u-5015974t,66.54913609816549
t-8201245H,29.710049761736634
X24084222O,36.02373675966773
K-1916013Q,27.63887478511321
J10576054I,32.55508851322827
g21476323Y,52.58505965915093
J22595982W,25.37413430836945
d15745111A,36.745436797888495
V20296571Z,27.153052364114842
t78589983m,40.59593701765779
R-6055154h,43.5281663446596
o-5397363T,58.820641469368795
y-1784222v,32.17191433446977
S-1513382W,63.08700409127667
g-5563252F,42.8239332585195
a-1166334r,59.240404381872175
Y21096922W,30.843795010421694
s10535398K,31.90122978782758
Z-5188222t,29.955411211878264
T22900577z,57.54384605393457
i10344980A,62.62398823081181
X-2263190K,25.891366126717752
a-2111343W,38.081930407274825
k-1183222H,28.287835735148903
x42906942Y,34.23377870131201
m16863308b,37.31580447809875
Z10247738u,38.761914541100296
i12798082E,44.65241299653648
C91514695x,47.59244274562253
h61870657i,58.41199307163447
C-8768079q,26.217504038979683
O-7894514e,56.63337048034735
Z-1926882U,46.58924151706169
N-3121550V,65.31937207501217
z-1254537O,35.00107743332387
u-1514787e,33.53948207553246
n-4360079R,43.20390039023543
O-2113046Z,33.566880662861806
d13819532H,25.896876786664574
d54261887d,32.66275904938978
P-2048739B,31.589564578248396
f-1825133R,39.080470708550365
q-9928373B,28.68561293534738
S29542128Q,76.07636406179424
J-1782910O,26.89836630386342
t17410389g,95.1382837212588
Z17995139Z,67.23698293936127
Z11671085y,58.291014011204155
D-7723622B,65.9732165823248
N-1539010p,59.59487325439825
u54154743P,72.0544308815206
j16845365O,59.87622905722263
k-1171716I,35.65985266312386
G81601770L,39.45454318847686
K-3529763Q,40.00948303478873
b-1404013d,31.379503817817078
O-1398534Y,27.437233145726633
l69679835h,34.40486115960677
G14568186a,69.68822003136037
a-9442555A,30.460787158766102
G-1689492g,37.36155521969588
W12690163c,34.567381130111784
l17843143j,26.79647037321437
Z76981204Y,41.23087148529645
b16524531u,25.96975569292716
P83526152o,48.964292309470494
z-4612131R,29.362186988789794
s50463458T,31.059021079764722
u12928592s,31.231384998324437
U-1897169L,51.579388986573306
j-1549044A,73.39733289127585
Q87875664U,55.25268611644984
q13885185m,27.731305001613567
C16715520C,28.59248521379136
T-1727751h,53.625156808661444
m27082215N,33.57964024580386
e-8788520s,30.95370391304364
v36899226P,40.90971173734593
Y-2254716H,54.121782348018755
D-3425990U,36.08289101759681
b-1050475p,49.69625638225783
w-1941558Q,70.57007240050935
d-1134540I,57.87115117133297
K30520180u,26.16176876552108
q71640430n,36.190079531668644
y10948537e,32.669877534634146
a16152476X,37.16864646900352
F-7462902B,60.43055172315135
t-3967937s,31.23501381385432
o-1118236T,30.09749170212676
g-1760425A,37.605574060766344
b-5227653R,46.254899823074965
h-7408890w,31.453082045543848
K70391511e,35.491451816400456
V13438854p,40.78291713497225
g-1740147b,28.17261211279125
J-1324072f,52.268346296303164
g53382924v,32.918003982983464
x33005281c,23.230958738249385
e24148786o,39.44985381860786
I-1503695V,46.06181139254541
E58388206y,49.821784401433554
y13484815Y,60.597638979092025
R-2027359R,32.1000440655824
Z17729553x,34.88672367005434
H-1512213s,30.571511564943133
V-1552956h,43.525984773612734
H15345413o,35.902992778256916
w17370680J,29.977740023872666
J15476551r,48.24932847650121
c-2250495g,38.503364791129094
Z17599412A,32.31759593039558
v57643253w,33.637014668731254
V-5494479D,48.452037320769776
g-1126074r,29.30704108352782
Z80579540o,31.608474345144906
c-7272329q,42.76844232775807
z21450941n,35.08867616405432
k-2034944s,40.11988812935196
B-1760099A,36.19698790311463
a61936474Y,27.300875353171982
k86159975d,27.754287508008012
A10692422a,28.621291584882606
r11362699a,27.900028918252524
B-5479705C,82.47775928766191
I98930031r,37.684093216461704
Z-1084098i,29.466800947264872
b55045663j,29.77395095593507
h10096493s,31.905993964888427
n13675758u,61.99476053896543
v-1469151Y,28.708768525103338
R21100020a,34.064536892721165
H-1226800z,33.7297050031823
l13980749p,52.799541939842214
D-1518430R,70.33738605349501
h13825532e,47.144770138668946
Q18803510e,30.850959402499477
w69467024a,29.773169587259467
a16149566K,63.09037727779369
R10923215L,34.543782948301946
H15481815Q,34.40144882292367
C-5040526N,57.64675625554719
m-2182440Q,32.03226639565477
P-4006382C,24.974245433709157
Y-2235574M,46.36934128861088
H-1070903M,29.21526850600617
w16163650F,50.75549783967058
I21674635Q,32.087089512853204
Q-4587219M,27.072969205249642
N10540578u,33.220178683010744
w-9916167W,28.89535291918234
g-1742741c,30.57615545289992
n-1575803E,45.4190365951871
N31059484x,101.87981817917526
H-1342764P,28.748391971778997
X58767632q,28.820956931511386
S20355997J,53.63345562340609
q30806358i,49.59503021925073
W-1775855Q,63.905283732381285
j92079780S,25.918704823580114
f63189062N,28.74599679693823
x-1205366S,32.57889003838683
H-1902314v,32.970280231092545
f10226409O,26.70489509937407
Q-4235244W,29.041244817903653
P-1715787u,33.758733240404695
x-1532496K,29.382125151354696
s-1076835x,29.552402157214342
m76785981z,63.44517042798168
u-3215458S,35.02779629545046
H-1919071i,74.30196033399605
p-1139197T,39.06102545191672
R95310344Y,71.4739655356454
e22646530u,99.71667894381099
o49311084b,28.932354985697863
x99598782E,38.478940640986025
Q-8465743r,49.30037629078925
K13600113i,35.50630436476146
x55379265k,26.499785014769618
F-1518753o,66.87956432542741
e-2020384H,35.87138040515863
n-4605215n,45.996962152501936
q-4584627S,98.44407427668739
O78712164p,36.64147691244686
j-1598707G,46.80244854698276
d-1282472g,78.12836019450776
h-2287342p,41.906974415422795
s-7266626x,30.38334431678566
z-2843006O,34.59051260429233
m21557315K,27.109227731121614
j18870600U,51.53505953881626
H-7836096t,37.36013636361037
k19151173f,36.86639895295549
g-1280182Z,38.866624695562265
d-6211776r,33.003206968317656
u-1590555V,51.21071678888873
c-1204255L,28.804289532538398
f-8810014g,23.043052558069768
S11009197l,27.242385727386406
g-2087791I,38.87134994638298
V12754137r,55.89814050084332
T-1769393Z,49.64562099280536
I-1117298r,117.15382861089225
P90790412Q,32.53448125166729
c-7401486X,45.534403268741855
A21009715v,46.45392562330012
P94512494l,32.06142603249366
J58385372M,46.86813960562848
z11059333N,49.28633817523186
r13675823Y,31.691604264471497
O23192334Z,29.92943731521225
h72663703o,66.73661745153252
u39852752H,48.58139157114776
y75359172F,65.991390579863
C63413357V,33.72002658620225
H-2218041i,49.73351274225087
S12392431C,63.99347066773352
c10273234z,69.05004323595827
J-1675931Y,28.6982474537185
r15326588O,37.1700369245195
O22786315O,49.956644582274315
M14034762V,27.50760813077339
d-8796835F,69.55434941315448
L-1687146I,34.848794947183066
a16452738i,30.484008499210397
e-1589877h,37.3798780110957
w-2228220D,49.15415640446976
v73920097R,26.496207249312874
B10305712m,42.42902898732335
w17382345v,50.946677321813226
h86663077a,26.77789532602324
d-1261412O,33.41000954815662
N-3542587r,59.64011152462489
q-1127410X,50.416326007418306
m-1248909g,32.5559578830287
Z-1350437Z,38.106391238681695
G-7472388v,31.18611260547879
K18306053r,30.28856868220746
t-1389922J,37.73364667840864
w13418612e,32.88111080426057
d11818528X,34.05225561422357
v-4393931r,38.501172079709505
a15124892o,32.2190196162332
l36861534V,42.21512335548206
P21146775A,40.9041971087983
B-8559176x,53.87819172096576
s-1233979x,58.397045390547106
N50018445X,37.90836005528841
E-4220998I,49.95362332104739
D28621238x,50.823491656335776
r35592741h,32.94190151561932
S-2179649Y,41.79313400219295
H-1135423y,48.738414806518044
J97849965O,35.60166153902185
W21048865S,40.72140705204232
P10539613v,59.35875495847243
r-6268123s,35.5365579781908
A19893808P,31.774792886221505
c12458019K,38.669400196148814
r16624906R,75.18478045441788
s-1701601T,32.22746380526933
l-2073691v,51.14042701306613
s-1227750Q,31.577013444624214
n-1588210t,75.25647735994758
L-1950271Y,105.8337626877875
L45819441T,38.83794041641128
X-1102199i,49.85990269819952
Y42307620l,33.217144732654035
c11493622d,30.048815470727714
s74743326E,34.17235557476895
v92032706J,28.67923431182085
l40017744S,64.31875226587923
F-1561156R,37.38666892061709
F-3458483b,60.29862896203962
Q-1573004E,57.003358763622025
I18762244f,31.46647319788083
x61993910W,33.16235154510226
f70384121H,61.0557470183614
b34607341j,69.02701702522273
s-1544537d,34.869883267495325
T-2651777L,31.074098134435154
Z-1690934p,58.49069747737279
z-1383208d,31.08517596485386
F-2091675H,32.662076164625375
p-1026598C,90.71268979964849
C-5229733d,26.90890768774672
t-5863497D,36.066318404325614
F14893199L,34.11824781008342
E-9761828K,41.44456189499794
r-3626163O,41.52947179088959
D-1975819d,39.2556672716057
n86645963R,58.03285812480104
I-6482386t,35.76215379965056
z11959313t,48.39968388652214
d19312186N,57.34187614168887
C11156821F,29.988216899498717
z19283639B,51.461119986867715
D-1246382Y,31.913145253264958
D14445025c,35.33052967395379
j25666218Y,65.91793856907753
E13352088w,39.537647797024405
v44596260Q,31.028547534722456
c13976633o,41.52605683133088
z16908407t,28.965044237164875
P15083043i,53.52427814787819
p-7727399o,42.86256854245222
W-8604738y,30.908942572091597
J22352968u,35.11976975396663
G-7187279a,49.31207025308976
G-1183057B,40.55008068530687
E-1556800P,32.93519586362511
N16753727A,36.22945504572286
U-1860241R,30.38099619947716
f92515288W,25.63411188258289
q-1553054h,38.38816859969438
d-1766392g,35.19155372293989
z-9268730t,50.43360946753276
D-1137759f,30.934160421207622
Z22301798u,48.22867136018145
d-2160500k,43.12382056712443
f80644426f,29.39525483159756
u-1069219e,61.24744755999141
V70870192k,70.91087921123366
M15122410M,31.540280108452016
F19935095V,37.47870091881539
m92437987f,23.87533845763728
o-1720442f,63.488415913315436
Q-2043032T,35.975627385486256
k15728070F,35.79356295511499
i-4298300y,58.91874799007056
C-1549576C,59.525052717660564
w-8322851c,54.18479013126253
H-2195683Y,41.763805726491064
b20675115I,41.7945448959683
w14143210k,30.281080509268346
s17437438h,28.805137891009792
Q12901548n,26.280147189608186
I23394317X,30.509193090505498
S10630331i,34.93976330822683
N15239751A,71.86590843687853
t11482362Y,32.6156240483068
c-1160907G,32.21477359409349
t17520024W,45.996306294306294
G16918724z,30.460614341230123
T-5518367u,37.20854948884461
K-2047259i,29.397949472153478
e-2894582l,27.531508574503192
u-6774973B,29.27797985212763
U-1642617V,43.24707376228049
Z19453799u,30.82818522684984
V80070476Q,55.69327250135727
L-1777501Y,27.342776363666346
M-3275863u,57.973261125871254
D-1131723O,29.42059635904631
s12292138c,26.925364947416977
d-2073713s,39.17128049966574
U-1440005A,33.68008531499997
D17587481H,61.91357865820002
O-2089662s,33.502533817721584
l-1247871G,91.32332847729377
Q48397067x,32.12376817338475
G18135304s,49.70427045965645
s52741082h,26.444080575534052
R37055375H,44.73310089553186
t-1505206e,107.4687915490462
m-7073285w,32.685985626213146
e-1963742G,34.29024064189949
R41701461o,30.35204157249438
P-1572930P,82.99561100434727
m19821763X,35.414378141338915
D-5247175p,52.35628458422767
I-4491426o,39.608759161047125
c-5796367L,60.69533560494678
D68676642F,28.269400485755085
B87840170Y,37.82372210682824
E-1074824O,28.26721472543506
L-2105285X,29.991491162097375
A18722372t,36.46560807150706
t-1655791x,34.56532342798136
R26898137t,51.73239144203316
x73165245L,65.07751505278031
H10144433Z,53.29034415353072
o-9460824A,28.693633461309005
h-4056890V,32.36580044054875
S71464104w,66.23273102798852
Q-3414660J,53.62824992995532
D24219627Y,55.52714870049597
g-5564720R,45.58892438646928
g-5327257o,27.5263606325096
z16965935R,35.346654145809005
W-5886969z,49.186411406834736
Y61608416T,32.098121963183566
H-5193657t,41.428072600423754
r14798824O,44.025483017036464
q-1329704C,58.418243667865696
W-1162613s,31.9459983686706
q-1451412w,42.58735480723904
s10825773A,30.358808671795042
W-1322764B,30.90094737621171
C-1335407d,28.88159767148538
Q-1854633d,31.54465758877229
j12033464t,33.048331707932476
x-1653730E,38.210881648372215
L-1459492G,26.011854406869332
A18622071d,42.242779665825466
G12921056E,49.21531131693629
M17587699m,30.543440055245878
H11201074S,32.36356942904223
g61901962A,70.79033308836748
W-3006427Z,56.65747414591105
f21354327c,32.81530401946799
L-1435343R,28.57444824385216
K-9089430v,56.006674271454415
u89834900L,76.77741853639097
K-6843993d,28.080235815775413
g19283665q,34.15869390224725
V21055732W,43.05386383201622
L20847256I,78.67172404051868
K20941520F,36.98124194561617
s-1506268E,26.67531322451021
s13306845G,82.38613517891531
t14118502r,31.592674831018943
l-1141377S,32.114024631336406
M63300651V,36.09708850908284
O-1741687v,49.72020630110215
J-1064181u,37.70245113094335
R-2596313V,36.49446853990226
i-1845254S,30.469298197599585
k-1573458g,59.98653064146049
Q-7165920T,34.412931972837356
K-7253573V,29.84121984957241
u-2045579o,59.22353794634722
o-7174642t,57.64548054304619
W38257448E,64.54975887439548
R15758843A,63.20798923346115
j-1164533d,51.57494812980206
K19878738u,62.30483893861243
F-1356357a,53.87829092005701
s18773736B,58.70562465864862
f-2195380L,50.81223917493993
I16894729d,43.66254307066804
x73377373J,45.94699242598631
A13983367R,51.13886167292715
W90386436H,35.925504601502865
d-1208731e,28.18893107568295
E10689597V,54.08524383680481
e18535481H,65.60446822008635
C-1401160X,47.51644346825698
D-8642892Q,73.78327800177885
